City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,lebu,-37.6167,-73.65,11.78,95,11,3.79,CL,1712291432
83,stanley,54.868,-1.6985,5.43,98,75,5.14,GB,1712291433
84,taoudenni,22.6783,-3.9836,23.51,14,1,5.02,ML,1712291433
85,diapaga,12.0708,1.7889,30.2,33,0,2.79,BF,1712291433
86,bubaque,11.2833,-15.8333,23.95,87,15,5.79,GW,1712291433
87,ta`u,-14.2336,-169.5144,28.62,77,100,2.94,AS,1712291434
88,west island,-12.1568,96.8225,29.99,66,40,5.66,CC,1712291434
89,walvis bay,-22.9575,14.5053,15.61,94,100,5.14,NA,1712291434
90,inhambane,-23.865,35.3833,24.99,94,40,1.54,MZ,1712291434
91,mogocha,53.7333,119.7667,5.15,60,100,6.09,RU,1712291434
92,kingston,17.997,-76.7936,27.53,78,20,3.09,JM,1712291220
93,papatowai,-46.5619,169.4708,12.22,64,51,4.85,NZ,1712291435
94,masterton,-40.9597,175.6575,17.71,60,94,3.0,NZ,1712291435
95,vilyuysk,63.7553,121.6247,-12.22,88,99,3.58,RU,1712291436
96,new norfolk,-42.7826,147.0587,19.28,40,0,1.0,AU,1712291436
97,susuman,62.7833,148.1667,-11.12,70,61,0.89,RU,1712291436
98,isafjordur,66.0755,-23.124,-5.36,75,98,3.93,IS,1712291436
99,hawaiian paradise park,19.5933,-154.9731,21.6,90,100,3.09,US,1712291436
100,santiago de cao,-7.9589,-79.2392,21.07,88,75,5.14,PE,1712291437
101,tralee,52.2704,-9.7026,10.54,91,99,5.24,IE,1712291437
102,rongelap,11.1635,166.8941,26.97,78,85,8.73,MH,1712291437
103,hasaki,35.7333,140.8333,12.22,53,100,6.92,JP,1712291437
104,la passe,45.5549,-0.8967,17.13,67,99,6.26,FR,1712291438
105,bilibino,68.0546,166.4372,-12.43,82,64,0.34,RU,1712291438
106,agat village,13.3886,144.6585,31.52,67,40,7.2,GU,1712291438
107,kovdor,67.5662,30.4758,-15.15,96,91,1.34,RU,1712291438
108,dakhla,23.6848,-15.958,17.76,93,78,7.73,EH,1712291175
109,dudinka,69.4058,86.1778,-22.96,93,100,2.68,RU,1712291439
110,mancio lima,-7.6142,-72.8958,22.58,94,100,0.96,BR,1712291439
111,charters towers,-20.1,146.2667,30.8,51,71,3.68,AU,1712291439
112,patong,7.8961,98.2966,33.08,68,100,4.82,TH,1712291439
113,veinticinco de mayo,-35.4323,-60.1727,13.32,85,0,2.44,AR,1712291440
114,vorgashor,67.5833,63.95,-8.44,96,100,8.77,RU,1712291416
115,alamar,23.1583,-82.2769,21.13,76,86,4.68,CU,1712291440
116,xai-xai,-25.0519,33.6442,23.27,86,59,3.52,MZ,1712291440
117,holualoa,19.6228,-155.9522,23.91,82,40,4.12,US,1712291440
118,afaahiti,-17.75,-149.2833,26.93,85,82,4.79,PF,1712291441
119,north bend,43.4065,-124.2243,7.7,81,75,1.54,US,1712291441
120,sungai penuh,-2.0833,101.3833,24.51,81,100,2.08,ID,1712291441
121,ingeniero guillermo n. juarez,-23.9,-61.85,21.08,93,100,4.28,AR,1712291441
122,margaret river,-33.95,115.0667,25.2,36,100,4.34,AU,1712291442
123,manjhanpur,25.5333,81.3833,38.8,12,98,4.78,IN,1712291442
124,east london,-33.0153,27.9116,19.52,72,20,7.72,ZA,1712291409
125,aasiaat,68.7098,-52.8699,-11.35,100,91,2.51,GL,1712291442
126,muang phon-hong,18.4928,102.4172,40.43,21,0,1.55,LA,1712291443
127,george town,5.4112,100.3354,32.96,66,20,4.63,MY,1712291278
128,ilulissat,69.2167,-51.1,-4.99,93,100,3.09,GL,1712291443
129,buka,40.8108,69.1986,18.82,41,58,2.02,UZ,1712291443
130,mount pearl,47.5166,-52.7813,0.74,98,100,4.63,CA,1712291443
131,rio grande,-32.035,-52.0986,21.22,94,100,3.24,BR,1712291389
132,alo,7.4178,6.7371,26.34,84,99,2.1,NG,1712291444
133,sinabang,2.4803,96.3801,30.05,71,100,1.32,ID,1712291444
134,mejit,10.2753,170.8646,27.18,79,100,8.04,MH,1712291444
135,uturoa,-16.7333,-151.4333,28.26,79,73,3.18,PF,1712291444
136,erenhot,43.6475,111.9767,12.16,24,0,5.36,CN,1712291445
137,agua branca,-5.8922,-42.6361,23.23,98,99,1.7,BR,1712291445
138,teknaf,20.8624,92.3058,30.42,66,6,3.52,BD,1712291445
139,dar kulayb,26.0686,50.5039,26.68,44,0,3.66,BH,1712291445
140,changchun,43.88,125.3228,12.98,17,26,5.96,CN,1712291445
141,alice springs,-23.7,133.8833,25.12,25,0,7.2,AU,1712291411
142,saldanha,-33.0117,17.9442,15.03,72,100,13.11,ZA,1712291446
143,side,36.7667,31.3885,16.4,80,61,1.67,TR,1712291327
144,constantia,44.1833,28.65,8.38,78,5,3.44,RO,1712291282
145,savanna-la-mar,18.219,-78.1332,27.97,86,62,1.61,JM,1712291447
146,padang,-0.9492,100.3543,32.03,77,92,1.77,ID,1712291156
147,tolanaro,-25.0319,46.9987,24.04,83,20,5.66,MG,1712291447
148,broken hill,-31.95,141.4333,22.96,44,1,6.6,AU,1712291447
149,nemuro,43.3236,145.575,3.98,70,21,5.68,JP,1712291447
150,mitu,1.1983,-70.1733,23.45,97,100,0.81,CO,1712291447
151,beli,7.8587,10.9719,25.76,75,100,0.78,NG,1712291448
152,georgetown,5.4112,100.3354,32.96,66,20,4.63,MY,1712291278
153,utrik,11.2278,169.8474,26.84,79,100,8.05,MH,1712291448
154,port mathurin,-19.6833,63.4167,26.95,76,100,9.12,MU,1712291448
155,praia,14.9215,-23.5087,24.3,38,0,5.66,CV,1712291449
156,al ghayzah,16.2079,52.176,27.91,64,97,3.15,YE,1712291449
157,vikulovo,56.8167,70.6107,9.59,73,0,5.27,RU,1712291449
158,hamilton,39.1834,-84.5333,4.13,89,75,4.47,US,1712291153
159,westport,41.1415,-73.3579,5.05,83,75,3.6,US,1712291314
160,belmonte,-15.8631,-38.8828,25.02,92,97,2.08,BR,1712291450
161,choibalsan,48.0667,114.5,7.04,65,67,8.23,MN,1712291450
162,al wajh,26.2455,36.4525,25.97,25,0,2.57,SA,1712291450
163,invercargill,-46.4,168.35,12.79,68,42,5.36,NZ,1712291423
164,tsiombe,-25.3,45.4833,25.06,67,1,3.13,MG,1712291450
165,dahab,28.501,34.5134,26.54,34,0,5.08,EG,1712291451
166,strausberg,52.5786,13.8874,11.48,94,99,4.56,DE,1712291451
167,bredasdorp,-34.5322,20.0403,15.28,62,97,6.13,ZA,1712291451
168,monrovia,6.3005,-10.7969,25.85,92,95,1.89,LR,1712291451
169,parfino,57.9731,31.6481,-2.13,62,32,2.95,RU,1712291451
170,gryazovets,58.88,40.2525,-6.56,59,48,4.22,RU,1712291452
171,garissa,-0.4536,39.6401,27.84,72,99,4.54,KE,1712291452
172,talnakh,69.4865,88.3972,-23.22,86,92,3.98,RU,1712291452
173,karema,-6.8205,30.4389,21.53,90,99,3.96,TZ,1712291452
174,colonia,50.9333,6.95,13.11,88,0,3.6,DE,1712291387
175,sandnessjoen,66.0217,12.6316,-2.94,50,20,5.66,NO,1712291453
176,albertina,-22.2008,-46.6158,18.98,82,0,2.38,BR,1712291453
177,coahuayana de hidalgo,18.7,-103.6583,18.34,89,83,1.86,MX,1712291453
178,sunne,59.8376,13.143,-1.82,96,100,2.6,SE,1712291453
179,asau,46.4333,26.4,3.51,86,5,2.44,RO,1712291453
180,richfield,44.8833,-93.283,6.58,59,0,1.54,US,1712291234
181,kodiak,57.79,-152.4072,2.73,81,100,6.17,US,1712291388
182,fale old settlement,-9.3852,-171.2468,29.51,75,62,3.57,TK,1712291454
183,borodulikha,50.7184,80.9295,11.37,52,36,2.45,KZ,1712291454
184,hadibu,12.65,54.0333,27.85,64,45,3.13,YE,1712291454
185,arno,60.1167,18.6333,-1.23,96,100,8.0,SE,1712291454
186,mugia,43.1041,-9.2179,14.95,97,100,9.96,ES,1712291455
187,polyarnyy,69.1989,33.4478,-8.89,86,99,5.44,RU,1712291455
188,salalah,17.0151,54.0924,28.05,78,40,1.03,OM,1712291455
189,ha giang,22.8333,104.9833,26.58,81,100,2.37,VN,1712291455
190,maragogi,-9.0122,-35.2225,26.3,81,100,1.6,BR,1712291455
191,fort mcmurray,56.7268,-111.381,-0.23,74,100,2.06,CA,1712291338
192,lihue,21.9789,-159.3672,26.58,71,100,9.77,US,1712291227
193,blenheim,-41.516,173.9528,15.29,68,79,0.89,NZ,1712291456
194,praia da vitoria,38.7333,-27.0667,11.53,93,75,12.88,PT,1712291456
195,saint-philippe,-21.3585,55.7679,26.77,83,9,3.5,RE,1712291456
196,kawm umbu,24.4767,32.9463,26.89,28,6,3.25,EG,1712291457
197,laguna,38.421,-121.4238,6.36,89,100,3.6,US,1712291254
198,kabalo,-6.05,26.9167,21.38,94,96,1.25,CD,1712291457
199,kapa'a,22.0752,-159.319,26.99,71,100,9.77,US,1712291457
200,arraial do cabo,-22.9661,-42.0278,23.27,87,13,1.88,BR,1712291457
201,shamgarh,24.1833,75.6333,31.86,21,100,5.63,IN,1712291458
202,newman,37.3138,-121.0208,7.35,85,76,5.81,US,1712291198
203,luganville,-15.5333,167.1667,27.62,87,67,5.49,VU,1712291458
204,fort bragg,35.139,-79.006,10.46,59,0,2.57,US,1712291458
205,kruisfontein,-34.0033,24.7314,16.05,77,80,6.49,ZA,1712291459
206,angaur state,6.906,134.13,28.31,77,66,8.8,PW,1712291459
207,tingo maria,-9.2895,-76.0088,20.68,97,99,0.93,PE,1712291459
208,mahanoro,-19.9,48.8,25.16,83,51,3.0,MG,1712291459
209,chegdomyn,51.1167,133.0167,3.55,48,8,1.77,RU,1712291460
210,atafu village,-8.5421,-172.5159,29.52,74,80,3.76,TK,1712291460
211,saint-francois,46.4154,3.9054,13.69,68,0,5.14,FR,1712291460
212,vilyuchinsk,52.9306,158.4028,2.15,72,50,0.21,RU,1712291460
213,lorengau,-2.0226,147.2712,29.38,74,30,2.55,PG,1712291460
214,hithadhoo,-0.6,73.0833,26.46,85,100,5.43,MV,1712291461
215,esquel,-42.9,-71.3167,7.16,94,76,3.05,AR,1712291400
216,zeya,53.75,127.2667,6.94,49,91,5.06,RU,1712291461
217,pimentel,-6.8367,-79.9342,24.16,73,0,5.66,PE,1712291462
218,uray,60.1247,64.7758,6.04,89,60,4.92,RU,1712291462
219,rawson,-43.3002,-65.1023,12.86,57,37,4.11,AR,1712291442
220,bakchar,57.0186,82.0711,8.94,84,95,3.46,RU,1712291463
221,aioun,16.6614,-9.6149,29.81,14,86,5.7,MR,1712291463
222,lodwar,3.1191,35.5973,25.95,70,79,1.34,KE,1712291463
223,merizo village,13.2658,144.6691,31.31,77,100,7.6,GU,1712291463
224,el calafate,-50.3408,-72.2768,4.5,75,59,1.32,AR,1712291463
225,kailua-kona,19.6406,-155.9956,25.98,82,40,4.12,US,1712291243
226,aswan,24.0934,32.907,26.61,24,0,2.06,EG,1712291464
227,poronaysk,49.2167,143.1167,3.31,64,72,2.92,RU,1712291464
228,malango,-2.9627,119.9001,29.13,63,97,2.18,ID,1712291464
229,flin flon,54.7682,-101.865,-0.07,99,100,3.16,CA,1712291465
230,old town,50.087,14.4202,10.22,91,0,6.69,CZ,1712291465
231,tyachiv,48.0118,23.5706,9.34,97,100,2.37,UA,1712291465
232,lompoc,34.6391,-120.4579,8.34,90,75,7.72,US,1712291465
233,rayachoti,14.05,78.75,35.1,26,10,1.6,IN,1712291465
234,arkhangel'sk,64.5401,40.5433,-14.93,85,20,1.0,RU,1712291465
235,zuni pueblo,35.0725,-108.8506,11.35,36,52,4.69,US,1712291466
236,dabat,12.9842,37.765,17.96,26,69,1.59,ET,1712291466
237,juneau,58.3019,-134.4197,4.0,89,75,3.09,US,1712291466
238,batroun,34.2553,35.6581,19.18,71,53,4.29,LB,1712291467
239,sarkand,45.41,79.9186,14.73,34,3,2.34,KZ,1712291467
240,sungailiat,-1.85,106.1333,29.24,78,73,2.77,ID,1712291467
241,ar ruways,24.1103,52.7306,26.1,38,0,3.77,AE,1712291467
242,union,40.6334,-74.2663,6.2,77,100,4.63,US,1712291467
243,ola,59.5833,151.2833,-2.14,72,77,0.92,RU,1712291468
244,nova xavantina,-14.6667,-52.35,23.41,91,20,0.53,BR,1712291468
245,margate,51.3813,1.3862,12.17,93,100,3.58,GB,1712291369
246,khovd,48.0056,91.6419,7.81,30,37,1.56,MN,1712291468
247,humaita,-7.5061,-63.0208,23.77,98,78,0.34,BR,1712291468
248,quang ngai,15.1167,108.8,36.4,31,6,4.5,VN,1712291239
249,happy valley-goose bay,53.3168,-60.3315,-0.83,86,100,5.14,CA,1712291356
250,wahpeton,46.2652,-96.6059,3.4,44,0,0.0,US,1712291185
251,kyaikto,17.3,97.0167,33.07,55,5,6.34,MM,1712291470
252,freetown,8.484,-13.2299,26.84,83,40,4.12,SL,1712291470
253,isangel,-19.55,169.2667,27.2,80,16,6.64,VU,1712291470
254,dodge city,37.7528,-100.0171,11.81,52,0,6.17,US,1712291471
255,batang berjuntai,3.3833,101.4167,35.33,72,81,2.32,MY,1712291471
256,oxford,51.7522,-1.256,12.34,93,100,5.66,GB,1712291471
257,sitka,57.0531,-135.33,5.94,61,100,3.09,US,1712291393
258,illizi,26.4833,8.4667,22.89,10,95,9.02,DZ,1712291471
259,pokhara,28.2333,83.9833,30.09,14,100,2.06,NP,1712291472
260,nar'yan-mar,67.6713,53.087,-15.39,92,100,6.12,RU,1712291472
261,malvan,16.0667,73.4667,30.37,56,11,3.58,IN,1712291472
262,recreo,-29.2818,-65.061,21.44,72,58,3.8,AR,1712291472
263,zouerate,22.7187,-12.4521,21.15,37,17,2.96,MR,1712291472
264,rikaze,29.25,88.8833,10.39,20,95,2.48,CN,1712291473
265,farasan,16.7022,42.1183,28.32,76,75,2.57,SA,1712291473
266,dzaoudzi,-12.7887,45.2699,27.94,94,0,2.06,YT,1712291473
267,vernon,50.2581,-119.2691,6.53,86,100,1.54,CA,1712291474
268,pisco,-13.7,-76.2167,22.03,88,0,3.09,PE,1712291474
269,nevel'sk,46.6733,141.8633,2.86,70,50,5.54,RU,1712291475
270,labytnangi,66.6572,66.4183,-9.79,95,100,1.0,RU,1712291475
271,qaqortoq,60.7167,-46.0333,-3.14,95,80,3.93,GL,1712291475
272,callao,-12.0667,-77.15,24.84,78,0,6.69,PE,1712291475
273,at taj,24.2049,23.2857,18.65,26,1,4.86,LY,1712291402
274,salinas,36.6777,-121.6555,9.72,86,100,8.23,US,1712291476
275,gebeit,21.0667,36.3167,22.95,39,75,4.23,SD,1712291476
276,ratnagiri,16.9833,73.3,31.06,47,45,3.62,IN,1712291476
277,vallenar,-28.5708,-70.7581,19.81,57,12,0.53,CL,1712291476
278,ust-nera,64.5667,143.2,-7.42,81,99,1.5,RU,1712291476
279,klyuchi,52.2667,79.1667,13.77,41,18,1.55,RU,1712291477
280,caconda,-13.7333,15.0667,16.96,97,100,1.14,AO,1712291477
281,ishigaki,24.3448,124.1572,26.07,83,40,3.6,JP,1712291477
282,namibe,-15.1961,12.1522,22.61,69,16,3.42,AO,1712291477
283,tura,25.5198,90.2201,32.61,46,4,3.46,IN,1712291477
284,north bondi,-33.8824,151.2769,19.38,92,75,5.66,AU,1712291478
285,mogadishu,2.0371,45.3438,28.93,89,40,4.63,SO,1712291358
286,grand gaube,-20.0064,57.6608,26.32,81,72,3.13,MU,1712291478
287,rouyn-noranda,48.2398,-79.0288,0.05,93,100,3.6,CA,1712291308
288,argo,37.6333,22.7333,14.96,55,0,2.07,GR,1712291479
289,udobnaya,44.1932,41.5529,10.0,63,100,0.67,RU,1712291479
290,berezovyy,51.6667,135.7,7.14,37,7,3.51,RU,1712291479
291,kidal,18.4411,1.4078,25.25,12,0,4.39,ML,1712291479
292,ormara,25.2088,64.6357,26.84,50,12,5.8,PK,1712291480
293,cidreira,-30.1811,-50.2056,23.36,96,100,3.98,BR,1712291480
294,tymovskoye,50.8456,142.655,0.85,55,96,3.11,RU,1712291480
295,hanceville,34.0607,-86.7675,10.3,64,99,1.33,US,1712291243
296,weno,7.4515,151.8468,29.97,79,100,3.09,FM,1712291481
297,mount gambier,-37.8333,140.7667,19.51,48,8,5.25,AU,1712291369
298,plastun,44.7561,136.2939,11.95,24,71,5.1,RU,1712291481
299,hami,42.8,93.45,14.76,24,100,1.32,CN,1712291482
300,tosontsengel,48.7567,98.2839,-1.35,81,96,1.92,MN,1712291482
301,bel ombre,-4.6167,55.4167,30.91,74,20,1.54,SC,1712291482
302,pointe-noire,-4.7761,11.8635,26.04,94,75,1.03,CG,1712291482
303,harper,4.375,-7.7169,26.77,87,95,2.1,LR,1712291483
304,sitangkai,4.6628,119.3928,28.27,74,91,1.05,PH,1712291483
305,pedro ii,-4.4247,-41.4586,20.41,94,100,1.18,BR,1712291483
306,al kharijah,25.4514,30.5464,24.08,19,0,3.36,EG,1712291483
307,shortandy,51.7006,70.9994,9.9,67,10,3.23,KZ,1712291484
308,tidjikja,18.5564,-11.4271,28.08,14,4,4.65,MR,1712291484
309,kolpashevo,58.3131,82.9089,6.73,93,98,3.13,RU,1712291484
310,al awjam,26.5632,49.9433,23.05,35,0,2.06,SA,1712291484
311,pankrushikha,53.8319,80.3406,11.06,64,30,2.33,RU,1712291485
312,saint-pierre,-21.3393,55.4781,26.82,69,0,1.03,RE,1712291265
313,maryville,35.7565,-83.9705,7.14,75,100,5.66,US,1712291460
314,box elder,41.5005,-112.8764,14.03,33,76,12.92,US,1712291485
315,sao vicente,-23.9631,-46.3919,26.26,26,2,1.21,BR,1712291253
316,mont-laurier,46.5501,-75.4993,-0.21,94,100,4.22,CA,1712291421
317,prokhorovka,51.0374,36.7325,2.86,73,73,3.77,RU,1712291486
318,sbiba,35.5433,9.0737,12.84,51,7,1.44,TN,1712291486
319,general pico,-35.6566,-63.7568,15.47,51,0,4.12,AR,1712291460
320,riachao do jacuipe,-11.8069,-39.3856,24.22,92,67,1.81,BR,1712291487
321,port alfred,-33.5906,26.891,18.43,86,87,5.36,ZA,1712291438
322,haiku-pauwela,20.9219,-156.3051,25.12,82,20,10.8,US,1712291487
323,songjianghe,42.1859,127.479,11.95,20,36,4.38,CN,1712291488
324,las tablas,7.7667,-80.2833,26.21,99,63,1.0,PA,1712291488
325,hirado,33.3597,129.5531,14.21,72,100,10.63,JP,1712291488
326,imishli,39.8709,48.06,9.47,57,22,1.16,AZ,1712291488
327,udachny,66.4167,112.4,-19.99,84,100,12.8,RU,1712291488
328,tadine,-21.55,167.8833,26.61,76,41,6.87,NC,1712291489
329,san antonio de pale,-1.4014,5.6325,28.44,76,99,3.41,GQ,1712291489
330,magong,23.5654,119.5863,21.54,85,100,10.71,TW,1712291489
331,onega,63.9061,38.1404,-8.35,84,74,4.83,RU,1712291489
332,naze,28.3667,129.4833,19.51,92,100,2.59,JP,1712291489
333,wanning,18.8003,110.3967,29.39,66,5,6.29,CN,1712291490
334,banjarmasin,-3.3244,114.591,31.08,72,98,2.64,ID,1712291490
335,pattan,34.1667,74.5667,14.07,49,97,2.31,IN,1712291490
336,maturin,9.75,-63.1767,24.51,88,3,2.16,VE,1712291490
337,kailaras,26.3167,77.6167,34.82,17,100,3.78,IN,1712291491
338,pacific grove,36.6177,-121.9166,9.49,84,75,8.23,US,1712291491
339,ilukste,55.9775,26.2966,2.29,83,100,5.55,LV,1712291491
340,kuanda,56.3161,116.0806,-4.5,52,62,4.58,RU,1712291491
341,autazes,-3.5797,-59.1306,24.62,91,42,0.8,BR,1712291491
342,nicoya,10.1483,-85.452,26.32,75,37,0.75,CR,1712291492
343,port hueneme,34.1478,-119.1951,11.67,68,0,6.69,US,1712291492
344,neyshabur,36.2133,58.7958,18.39,21,43,2.18,IR,1712291492
345,zhmerynka,49.037,28.112,9.14,77,99,1.72,UA,1712291492
346,saint-laurent-du-maroni,5.5039,-54.0289,23.46,99,85,0.72,GF,1712291492
347,semey,50.4111,80.2275,9.12,53,0,1.0,KZ,1712291492
348,chojnice,53.6955,17.557,7.6,80,100,5.48,PL,1712291343
349,mount isa,-20.7333,139.5,28.87,39,30,6.69,AU,1712291433
350,urangan,-25.3,152.9,25.11,94,88,3.58,AU,1712291493
351,ilheus,-14.7889,-39.0494,23.99,96,100,2.25,BR,1712291493
352,bukavu,-2.5083,28.8608,17.34,96,98,0.62,CD,1712291494
353,guerrero negro,27.9769,-114.0611,15.82,77,88,7.79,MX,1712291393
354,carbonear,47.7332,-53.2148,1.45,96,99,4.83,CA,1712291494
355,chinde,26.8418,88.0763,26.14,30,4,3.43,NP,1712291494
356,jayapura,-2.5333,140.7,32.66,70,99,2.41,ID,1712291494
357,faget,45.85,22.1833,11.36,83,100,0.85,RO,1712291495
358,jinxiang,27.4327,120.6062,14.19,80,100,3.73,CN,1712291495
359,xinhui,22.456,113.0482,27.78,50,96,6.58,CN,1712291495
360,lazaro cardenas,17.9583,-102.2,22.09,75,39,1.43,MX,1712291248
361,gassol,8.5333,10.4667,27.12,68,100,3.94,NG,1712291495
362,kencong,-8.2833,113.3667,30.22,68,89,3.36,ID,1712291495
363,nabire,-3.3667,135.4833,26.19,88,100,1.28,ID,1712291496
364,kolonia town,6.964,158.206,32.0,66,75,3.09,FM,1712291496
365,cimislia,46.52,28.7842,6.08,74,56,1.43,MD,1712291496
366,smirnykh,49.75,142.8333,5.05,48,90,4.59,RU,1712291496
367,smithers,54.7804,-127.1743,2.18,44,0,3.09,CA,1712291414
